book,chapter,title,totalChars,dialogueChars,dialogueRatio,sentenceCount,avgSentenceLen,bannedHits
一睁眼，前夫成了我懒汉相公,363,踢到铁板,3051,1056,34.6,173,17.6,0
一睁眼，前夫成了我懒汉相公,364,当真可笑,3036,619,20.4,144,21.1,0
一睁眼，前夫成了我懒汉相公,365,让还是不让？,3020,751,24.9,140,21.6,2
一睁眼，前夫成了我懒汉相公,366,耐人寻味,3020,742,24.6,140,21.6,1
一睁眼，前夫成了我懒汉相公,367,不简单呐,2987,520,17.4,138,21.6,1
一睁眼，前夫成了我懒汉相公,368,跟我说实话,3149,1091,34.6,168,18.7,1
一睁眼，前夫成了我懒汉相公,369,臭死人了,3017,861,28.5,164,18.4,0
一睁眼，前夫成了我懒汉相公,370,做腊肠,3155,541,17.1,142,22.2,0
一睁眼，前夫成了我懒汉相公,371,重新开业,3050,357,11.7,131,23.3,0
一睁眼，前夫成了我懒汉相公,372,不认识了？,3181,631,19.8,164,19.4,2
一睁眼，前夫成了我懒汉相公,374,无人可用了么,3110,675,21.7,126,24.7,0
一睁眼，前夫成了我懒汉相公,375,你还小，不着急,3026,552,18.2,144,21.0,0
一睁眼，前夫成了我懒汉相公,376,没看出来？,3025,754,24.9,140,21.6,0
一睁眼，前夫成了我懒汉相公,377,顺其自然,3050,532,17.4,163,18.7,1
一睁眼，前夫成了我懒汉相公,378,拿她没办法呀,3166,515,16.3,142,22.3,1
一睁眼，前夫成了我懒汉相公,379,真是太过分了,3010,580,19.3,150,20.1,1
一睁眼，前夫成了我懒汉相公,380,你是在讹我吧？,3206,985,30.7,161,19.9,1
一睁眼，前夫成了我懒汉相公,381,来送银子,3012,786,26.1,137,22.0,0
一睁眼，前夫成了我懒汉相公,382,自己偷偷看,3037,631,20.8,153,19.8,0
一睁眼，前夫成了我懒汉相公,383,包在我身上,3057,916,30.0,156,19.6,2
一睁眼，前夫成了我懒汉相公,384,配合,3012,580,19.3,145,20.8,1
一睁眼，前夫成了我懒汉相公,385,自缢？,2075,566,27.3,111,18.7,0
一睁眼，前夫成了我懒汉相公,386,加戏,2035,275,13.5,97,21.0,0
一睁眼，前夫成了我懒汉相公,387,灰狼,3003,416,13.9,137,21.9,1
一睁眼，前夫成了我懒汉相公,388,绵州,3024,468,15.5,135,22.4,0
一睁眼，前夫成了我懒汉相公,389,、,3051,308,10.1,144,21.2,1
一睁眼，前夫成了我懒汉相公,390,、,3182,638,20.1,158,20.1,1
一睁眼，前夫成了我懒汉相公,391,消息,3025,672,22.2,157,19.3,0
一睁眼，前夫成了我懒汉相公,392,黑衣人,3051,673,22.1,169,18.1,0
一睁眼，前夫成了我懒汉相公,393,还真有赵铁柱这个人？,3004,771,25.7,149,20.2,3
一睁眼，前夫成了我懒汉相公,394,离开,3042,838,27.5,136,22.4,1
一睁眼，前夫成了我懒汉相公,395,来人,2054,215,10.5,93,22.1,0
一睁眼，前夫成了我懒汉相公,396,惹下大祸了,1994,518,26.0,113,17.6,0
一睁眼，前夫成了我懒汉相公,397,真的是你？,3108,692,22.3,153,20.3,0
一睁眼，前夫成了我懒汉相公,398,要长脑子了,3064,506,16.5,141,21.7,1
一睁眼，前夫成了我懒汉相公,399,京城,2033,408,20.1,107,19.0,1
一睁眼，前夫成了我懒汉相公,400,有人拜访,2016,221,11.0,103,19.6,1
一睁眼，前夫成了我懒汉相公,401,要生了,3087,536,17.4,160,19.3,1
一睁眼，前夫成了我懒汉相公,402,这是我生的？,3014,645,21.4,181,16.7,1
一睁眼，前夫成了我懒汉相公,403,叫大锤很合理吧？,2029,599,29.5,128,15.9,1
一睁眼，前夫成了我懒汉相公,404,要打出去打,2043,362,17.7,100,20.4,0
一睁眼，前夫成了我懒汉相公,405,楚玄,3077,511,16.6,150,20.5,0
一睁眼，前夫成了我懒汉相公,406,拿反了,3016,239,7.9,141,21.4,1
一睁眼，前夫成了我懒汉相公,407,弟弟好丑,2113,395,18.7,120,17.6,1
一睁眼，前夫成了我懒汉相公,408,再回青州,1969,90,4.6,80,24.6,0
一睁眼，前夫成了我懒汉相公,409,别来无恙,3091,1006,32.5,159,19.4,1
一睁眼，前夫成了我懒汉相公,410,二十了？,3011,686,22.8,157,19.2,1
一睁眼，前夫成了我懒汉相公,411,成亲,2036,247,12.1,81,25.1,0
一睁眼，前夫成了我懒汉相公,412,和我比比,2132,344,16.1,121,17.6,0
一睁眼，前夫成了我懒汉相公,413,完结,4004,1004,25.1,228,17.6,1
一睁眼，前夫成了我懒汉相公,414,现代番外,2411,660,27.4,136,17.7,3
